Date,Average Price,Percent Change(month)
2013-09,108.73047619047618,-1.1182429403854774
2013-10,106.68652173913046,0.2482719439447032
2013-11,104.96809523809523,0.06295081967212823
2013-12,107.67249999999999,0.1625105071448596
2014-01,104.70818181818181,-0.7113211043172132
2014-02,105.38149999999999,0.2814743896601257
2014-03,104.14714285714284,-0.36480362537764455
2014-04,104.26809523809524,-0.02622982321291334
2014-05,105.43909090909095,0.41481481481481586
2014-06,107.89238095238095,0.5313945803040341
2014-07,105.60826086956521,-1.0569113178009033
2014-08,100.7547619047619,-0.7317567567567561
2014-09,95.98136363636367,-1.2805280528052791
2014-10,85.06043478260871,-2.9797175321227596
2014-11,75.566,-3.191411492009272
2014-12,59.31181818181819,-5.393816228770503
2015-01,44.378571428571426,-2.895576923076923
2015-02,54.06200000000001,5.353557885344635
2015-03,52.45727272727272,-2.233679394685905
2015-04,57.11181818181817,4.804151978065024
2015-05,62.155714285714275,-0.5873653753415852
2015-06,60.21136363636362,-0.6112121713246239
2015-07,54.1886956521739,-3.239326416057154
2015-08,45.46095238095238,-1.4551573945753322
2015-09,44.82681818181818,-1.6051903850244615
2015-10,45.02181818181819,0.04038549793483304
2015-11,40.49619047619048,-2.2750801649106736
2015-12,33.63772727272727,-4.328795273567946
2016-01,26.503499999999995,-1.381515829868885
2016-02,28.719047619047615,0.7358296118172432
2016-03,34.65304347826086,3.2061068702290063
2016-04,37.859047619047615,5.120011651616661
2016-05,43.21045454545454,1.262295081967212
2016-06,45.83727272727272,0.5457364341085271
2016-07,42.68190476190477,-3.31316187594554
2016-08,43.10173913043479,2.9155760841673075
2016-09,42.88590909090909,0.36073787292188664
2016-10,47.867619047619044,0.5646426170737144
2016-11,43.21818181818181,-0.4944359589788345
2016-12,51.67333333333334,3.9843749999999987
2017-01,52.39714285714287,-0.4373358348968107
2017-02,53.369499999999995,0.46369036213834036
2017-03,50.31782608695653,-1.2792134831460662
2017-04,51.368947368421054,-0.41443585167559105
2017-05,49.203043478260874,-0.2983985404419216
2017-06,45.20863636363635,-1.3826247689463935
2017-07,46.93142857142856,1.9973701512163018
2017-08,49.60173913043479,-0.2807684610766461
2017-09,53.43619047619048,2.4846029173419764
2017-10,55.50181818181818,1.327173913043476
2017-11,60.7390909090909,0.9509653169314896
2017-12,62.06199999999999,1.116934163118244
2018-01,66.85272727272728,0.6176516209089509
2018-02,63.477499999999985,-0.6970428485214253
2018-03,63.75761904761905,0.6237298733781491
2018-04,68.42714285714285,1.641870350690752
2018-05,74.11304347826089,1.34722613348353
2018-06,73.22047619047619,0.13966480446927343
2018-07,73.26636363636364,-0.5988372093023269
2018-08,72.25739130434782,0.6623200217332235
2018-09,77.179,1.515711645101665
2018-10,79.38695652173914,-1.7614138438880729
2018-11,65.33227272727272,-4.944444444444446
2018-12,56.94333333333335,-2.0922338419338247
2019-01,58.73909090909092,4.114064015518914
2019-02,63.82549999999999,1.3368197417878758
2019-03,66.3690476190476,0.6272977941176501
2019-04,70.78476190476188,1.4618473895582325
2019-05,69.96565217391307,-2.481991378111525
2019-06,62.91700000000001,0.4520654715510508
2019-07,64.70695652173913,-0.024542682926827375
2019-08,59.62,-1.8196245994201137
2019-09,62.356666666666655,0.34237231741807017
2019-10,59.908695652173904,-0.21460140775904335
2019-11,62.94476190476191,1.148545935228024
2019-12,66.47904761904762,1.3587654707817636
2020-01,65.10318181818182,-2.9199529134785154
2020-02,55.527,-2.96912114014252
2020-03,33.91954545454545,-12.089260808926083
2020-04,17.660476190476192,-4.23529411764706
2020-05,25.170499999999997,12.144044321329645
2020-06,37.053181818181834,6.9844881075491205
2020-07,43.42434782608696,2.8885400313971763
2020-08,45.19238095238096,1.5864714086471405
2020-09,41.53545454545455,-2.6721417765290703
2020-10,40.07772727272729,-2.2460024600245996
2020-11,42.61190476190476,5.713150684931506
2020-12,49.16727272727273,1.8052982985138923
2021-01,54.38099999999999,1.660031847133756
2021-02,61.052499999999995,3.661091711082527
2021-03,64.5604347826087,-0.4645020972502737
2021-04,63.240952380952386,0.7824639289678152
2021-05,66.9095238095238,0.998318557016201
2021-06,71.89363636363638,1.6276083467094677
2021-07,73.52545454545456,0.412500000000001
2021-08,70.3340909090909,-1.0416110962923435
2021-09,73.88181818181816,1.9372812543749087
2021-10,82.1095238095238,1.3915337107565655
2021-11,80.37045454545456,-3.1485459152890076
2021-12,74.37782608695652,2.2543303760033764
2022-01,85.24285714285715,3.4367064255482926
2022-02,93.954,1.8141739226275755
2022-03,113.47652173913042,2.0406224737267564
2022-04,105.6365,0.046408019305737014
2022-05,113.87090909090908,3.0456523752199267
2022-06,117.72363636363637,-1.3134862534569711
2022-07,108.60333333333334,-0.8538062283737003
