Date,ETF,Average High,High (Percent Change),Average Volume,Volume (Percent Change)
2017-12,HAIL,28.09499808106283,0.0,7066.666666666667,0.0
2018-01,HAIL,29.640771805242284,0.041866817279029744,5604.761904761905,8242.5
2018-02,HAIL,28.601481426722803,1.3170840722583521,557.8947368421053,-18.855146124523507
2018-03,HAIL,28.67269494356024,-1.5053018688818662,614.2857142857143,-13.999999999999996
2018-04,HAIL,27.923828894600238,-0.3252380205314227,1447.6190476190477,336.0
2018-05,HAIL,28.350208315432045,-0.07472928689504399,2031.8181818181818,-16.176470588235286
2018-06,HAIL,29.018687558325507,0.8159507584898467,2114.285714285714,-4.666666666666668
2018-07,HAIL,28.475104799323315,-0.41936753840152885,1004.7619047619048,-9.000000000000004
2018-08,HAIL,28.80325287448895,0.10790528256503107,1300.0,5.75
2018-09,HAIL,28.92807153338417,0.34222924295108403,1310.5263157894738,-11.399999999999997
2018-10,HAIL,26.475663044771057,0.23095389566723923,1800.0,-23.0
2018-11,HAIL,25.511258115883397,-3.143181707917186,738.0952380952381,0.0
2018-12,HAIL,23.51433395123986,0.7182095510339324,447.36842105263156,inf
2019-01,HAIL,24.646436381597113,-2.354405329246649,1423.8095238095239,168.0
2019-02,HAIL,26.862256822685595,2.8730532899874115,4463.1578947368425,8.444444444444446
2019-03,HAIL,26.752464044876493,1.1443042764905063,1147.6190476190477,17.769230769230777
2019-04,HAIL,28.032915193447977,-0.3858293956094151,1457.142857142857,-10.5
2019-05,HAIL,26.256290164452558,0.8142322773303556,1040.909090909091,9.16666666666667
2019-06,HAIL,26.055377236798382,-2.498968847727973,1305.0,-12.941176470588228
2019-07,HAIL,27.270650499768465,2.451668314529827,727.2727272727273,0.0
2019-08,HAIL,24.782366735370452,-0.48300268955105063,622.7272727272727,-11.0
2019-09,HAIL,25.996926969506227,-1.8392458589115446,375.0,-13.33333333333333
2019-10,HAIL,25.7628754696253,1.6200878325888801,595.6521739130435,345.0
2019-11,HAIL,27.797805918544675,0.8496860041144538,540.0,-17.5
2019-12,HAIL,28.656421485831867,0.8137296375560923,419.04761904761904,10.5
2020-01,HAIL,30.153096340255534,1.4747244278992409,3171.4285714285716,217.00000000000006
2020-02,HAIL,30.681596115695303,-0.16674423534404526,2957.8947368421054,-11.735294117647054
2020-03,HAIL,22.393262388124977,-1.313859828907494,4922.727272727273,-8.461538461538465
2020-04,HAIL,22.328278887667057,-6.0668488837047825,4242.857142857143,49.875
2020-05,HAIL,24.95227796792643,4.41379482818669,3480.0,-3.7037037037037033
2020-06,HAIL,29.70300875184197,2.5568999959868934,5754.545454545455,12.999999999999993
2020-07,HAIL,33.355379986914414,3.3512474203887646,17040.909090909092,32.05714285714284
2020-08,HAIL,35.495333090540285,1.4922573251573892,11276.190476190477,-4.395348837209302
2020-09,HAIL,37.13803470416309,2.841405785304187,24395.238095238095,155.95588235294116
2020-10,HAIL,39.79615222683656,-0.20486550544207915,26913.636363636364,-16.048865619546245
2020-11,HAIL,46.88512795012987,0.9486455590900711,68075.0,10.967741935483875
2020-12,HAIL,52.44148164744832,6.422159498620577,68959.09090909091,36.48333333333331
2021-01,HAIL,61.69701126411652,1.4761943010891934,141273.68421052632,18.64263322884013
2021-02,HAIL,66.01595753439352,2.885084853366104,201821.05263157896,6.208069620253164
2021-03,HAIL,61.74318730087324,-0.0035811107364822625,92621.73913043478,-9.833631484794273
2021-04,HAIL,61.13696088696691,-0.5366217006510753,78438.09523809524,25.615624999999987
2021-05,HAIL,58.590294989627616,-0.41065301522776654,39810.0,-12.641952135147818
2021-06,HAIL,62.100496598651496,0.619719748596423,33636.36363636364,-15.405612244897965
2021-07,HAIL,58.05671714569397,-0.03493549564768694,42380.95238095238,5.451063829787235
2021-08,HAIL,56.36301443258089,-1.152339304478891,28640.909090909092,-4.459459459459459
2021-09,HAIL,55.76068296631822,-0.6503808077258334,26738.095238095237,-7.83050847457627
2021-10,HAIL,56.45230702492654,-0.7363880170978463,18290.47619047619,12.628378378378372
2021-11,HAIL,62.02670219328769,1.9557439721412153,33595.23809523809,-3.1898734177215182
2021-12,HAIL,56.70953666049964,0.1114737286112959,29236.363636363636,6.1293532338308445
2022-01,HAIL,51.80918148140778,-1.1872543872849324,44410.0,6.536964980544743
2022-02,HAIL,47.94858006780587,-2.751161616999393,27057.894736842107,0.7243401759530785
2022-03,HAIL,45.5403608397859,-0.7236393188957316,14856.521739130434,-3.5734463276836124
2022-04,HAIL,43.561664013712516,0.12052116292464277,11670.0,-14.113712374581942
2022-05,HAIL,39.03872382587082,-2.8245344097978426,12533.333333333334,5.25
2022-06,HAIL,38.05408764613463,-0.09734176525254168,8247.619047619048,0.3818181818181796
2022-07,HAIL,37.06560001373291,-2.852907005496652,8760.0,15.71428571428572
2022-08,HAIL,40.88023249308268,0.4226685849979177,7801.666666666667,-2.2199999999999998
