Date,ETF name,Year Month Day,Open,High,Low,Close,Volume
2018-01-25,KARS,2018-01-25,22.775691526208796,22.82095254396488,22.585593179716657,22.612749099731445,60800
2018-01-26,KARS,2018-01-26,22.83000664512782,22.83000664512782,22.65801338468255,22.8028507232666,42100
2018-01-29,KARS,2018-01-29,22.78474399046961,22.82095245922059,22.626328702314428,22.79379653930664,38900
2018-01-30,KARS,2018-01-30,22.594643541989733,22.594643541989733,22.449806216202397,22.513174057006836,37200
2018-01-31,KARS,2018-01-31,22.567487250798326,22.624516752645526,22.404544830322266,22.404544830322266,34200
2018-02-01,KARS,2018-02-01,22.39549382466059,22.44890265609177,22.35023280545337,22.359285354614258,29300
2018-02-02,KARS,2018-02-02,22.295915565907734,22.295915565907734,21.770879846548798,21.888561248779297,63300
2018-02-05,KARS,2018-02-05,21.888563525418853,21.888563525418853,21.41784132073093,21.463102340698242,49500
2018-02-06,KARS,2018-02-06,20.97427631688584,21.4459032484725,20.93806612040607,21.12816619873047,28500
2018-02-07,KARS,2018-02-07,21.463100788813946,21.626043211470346,21.336368560791016,21.336368560791016,27100
2018-02-08,KARS,2018-02-08,21.662252995968824,21.662252995968824,20.820384979248047,20.820384979248047,33800
2018-02-09,KARS,2018-02-09,20.92901518865649,21.08290506969798,20.503554015225625,21.02496910095215,49700
2018-02-12,KARS,2018-02-12,21.32731620216853,21.535521369971974,21.177047000975453,21.508363723754883,32500
2018-02-13,KARS,2018-02-13,21.381632850076524,21.499312537949884,21.34542265282488,21.463102340698242,38100
2018-02-14,KARS,2018-02-14,21.327314609193504,21.88493982900729,21.327314609193504,21.734670639038086,18800
2018-02-15,KARS,2018-02-15,22.105819338669136,22.192722430046516,21.920246395846494,22.060558319091797,23600
2018-02-16,KARS,2018-02-16,22.160132816643454,22.304065413673275,22.074136189160136,22.178237915039062,20200
2018-02-20,KARS,2018-02-20,21.89761516601246,22.182762687848363,21.87045751920073,22.07866096496582,15100
2018-02-21,KARS,2018-02-21,22.142027443409873,22.17823763975163,21.951929092407227,21.951929092407227,11600
2018-02-22,KARS,2018-02-22,22.04245313037502,22.145650119313835,21.942876815795895,21.9428768157959,42700
2018-02-23,KARS,2018-02-23,22.17823755063055,22.223498569278675,22.09676633578617,22.132976531982422,3400
2018-02-26,KARS,2018-02-26,22.504121232867956,22.581970042742864,22.323073714551267,22.458858489990234,28700
2018-02-27,KARS,2018-02-27,22.504124085645802,22.504124085645802,21.90666961669922,21.90666961669922,24000
2018-02-28,KARS,2018-02-28,22.350230856135838,22.350230856135838,21.8885612487793,21.888561248779297,8300
2018-03-01,KARS,2018-03-01,21.960981452130135,21.960981452130135,21.327316834390814,21.607940673828125,23800
2018-03-02,KARS,2018-03-02,21.363525430245993,21.7708797454834,21.34994574445348,21.7708797454834,7900
2018-03-05,KARS,2018-03-05,21.662253433752813,21.816143307947268,21.47124862799081,21.807090759277344,19000
2018-03-06,KARS,2018-03-06,22.02434794120239,22.232551392103122,21.997190293720777,22.123924255371094,23500
2018-03-07,KARS,2018-03-07,21.99718866762073,22.123922619902476,21.90666663590144,22.114870071411133,23000
2018-03-08,KARS,2018-03-08,22.069607777949937,22.105817972651998,21.83424841877502,22.042451858520508,20300
2018-03-09,KARS,2018-03-09,22.40182929737247,22.48420524597168,22.40182929737247,22.48420524597168,2500
2018-03-12,KARS,2018-03-12,22.62180057587297,22.82095146179199,22.62180057587297,22.820951461791992,15700
2018-03-13,KARS,2018-03-13,22.820952257860323,22.911476018834758,22.372862317262438,22.38644027709961,8500
2018-03-14,KARS,2018-03-14,22.531277424948673,22.531277424948673,22.386440099179556,22.449806213378906,9500
2018-03-15,KARS,2018-03-15,22.630853733888863,22.685167299403002,22.449806213378903,22.449806213378906,5300
2018-03-16,KARS,2018-03-16,22.540331195235737,22.540331195235737,22.46519659101389,22.47968101501465,7200
2018-03-19,KARS,2018-03-19,22.449806656225054,22.449806656225054,22.006242121482707,22.142026901245117,18600
2018-03-20,KARS,2018-03-20,22.205396379302268,22.250657400358683,22.123925160122898,22.214448928833008,13100
2018-03-21,KARS,2018-03-21,22.15108035819025,22.332127889693588,22.114871887847915,22.23255157470703,10100
2018-03-22,KARS,2018-03-22,22.08771248986694,22.08771248986694,21.73467173066806,21.761829376220703,16600
2018-03-23,KARS,2018-03-23,21.54457365490005,21.553626204253707,21.11006164550781,21.110061645507812,25600
2018-03-26,KARS,2018-03-26,21.680359159039543,21.698462530306617,21.354474303871903,21.671306610107422,13100
2018-03-27,KARS,2018-03-27,21.870456845454953,21.870456845454953,21.312833315556947,21.336368560791016,4900
2018-03-28,KARS,2018-03-28,21.173425184763694,21.340894737507224,20.838489532470703,20.838489532470703,5200
2018-03-29,KARS,2018-03-29,21.19153222683859,21.309213638305664,21.005054550224276,21.309213638305664,1600
2018-04-02,KARS,2018-04-02,21.390681750423767,21.390681750423767,20.856595201738,20.955265045166016,9900
2018-04-03,KARS,2018-04-03,20.829437485814726,21.022251761067707,20.829437485814726,20.972463607788086,2800
2018-04-04,KARS,2018-04-04,20.811333798332416,21.300161089168792,20.811333798332416,21.245845794677734,11600
